BBL,LandUse,XCoord,YCoord,ITZ_GEOID,land_use2011,x_coord2011,y_coord2011,land_use2016,x_coord2016,y_coord2016,land_use2019,x_coord2019,y_coord2019
1017770090,,,,MN242,09,1002414,0232998,9,1002309,233345,09,1002344,233493
1017790020,,,,MN242,09,1002349,0233600,9,1002349,233581,09,1002349,233581
1017890011,,,,MN242,09,1002200,0231762,9,1002200,231761,11,1002200,231761
1017890012,,,,MN242,09,1002222,0231750,9,1002221,231749,11,1002221,231749
1017890013,,,,MN242,09,1002239,0231740,9,1002239,231740,11,1002239,231740
1017890014,,,,MN242,09,1002257,0231730,9,1002256,231730,11,1002256,231730
1017890015,,,,MN242,09,1002274,0231721,9,1002274,231720,11,1002274,231720
1017930001,,,,MN242,09,1002671,0232905,9,1002665,232878,09,1002665,232878
1017970110,,,,MN194,09,1002340,0230620,9,1002328,230628,09,1002328,230628
1018010005,,,,MN242,09,1002913,0231369,9,1002913,231369,09,1002913,231369
1018030080,,,,MN242,09,       ,       ,9,,,09,1003138,232333
1018030085,,,,MN242,09,1003193,0232119,9,1003204,232126,09,1003204,232126
1018030090,,,,MN242,09,1003381,0232068,9,1003375,232069,09,1003375,232069
1018110021,,,,MN192,09,1003387,0230945,9,1003386,230945,09,1003449,231215
1018110060,,,,MN192,09,       ,       ,9,,,07,1003894,230566
1018110127,,,,MN192,09,       ,       ,9,,,11,1003706,230891
1018110132,,,,MN192,09,       ,       ,9,,,07,1003843,230836
1018110142,,,,MN192,09,       ,       ,9,,,07,1003814,230985
1018110209,,,,MN192,09,       ,       ,9,,,09,1003510,231024
1018190002,,,,MN152,09,1001311,0223549,9,1001395,223785,09,1001448,223929
1018190203,,,,MN240,09,1005997,0229251,9,1005581,229264,09,1005829,229117
1018490001,,,,MN197.02,09,0995878,0232081,9,995874,232079,,995874,232079
1018500001,,,,MN197.01,09,0995871,0233262,9,995474,232081,09,995773,232839
1018520002,,,,MN185,09,0992823,0229065,9,992822,229065,09,992822,229065
1018550100,,,,MN189,09,0993240,0229683,9,993240,229683,09,993240,229683
1018630017,,,,MN193,09,0994536,0231173,9,994536,231172,09,994536,231172
1018780001,,,,MN195,09,0993054,0231369,9,993060,231376,09,993060,231376
1018800056,,,,MN195,09,0993487,0231873,9,993489,231867,09,993489,231867
1018970001,,,,MN195,09,0991812,0230511,9,993125,232750,09,991717,230297
1018970019,,,,MN208,09,0992640,0233240,9,,,07,992522,233117
1018970100,,,,MN211,09,0994479,0235631,9,994480,235632,09,994480,235632
1019220036,,,,MN218,09,0997424,0232157,9,997415,232154,09,997415,232154
1019290006,,,,MN222,09,0997741,0233977,8,997740,233981,08,997740,233981
1019470021,,,,MN257,09,0996866,0233518,9,996865,233517,09,996865,233517
1019470022,,,,MN257,09,0996887,0233506,9,996887,233505,09,996887,233505
1019570140,,,,MN217.03,09,0998370,0236920,9,998416,237035,09,998416,237035
1019600069,,,,MN221.02,09,0998843,0237391,9,998846,237396,09,998846,237396
1019710018,,,,MN213.03,09,0997575,0237422,9,997551,237415,07,997551,237415
1019830006,,,,MN219,09,0996464,0236092,9,996557,236186,09,996353,236322
1019830021,,,,MN219,09,0996506,0235999,9,996503,235999,09,996503,235999
1019880165,,,,MN223.01,09,0997108,0238620,9,997112,238607,09,997112,238607
1019880200,,,,MN223.01,09,0997529,0238215,9,997528,238215,09,997528,238215
1019940001,,,,MN211,09,0994747,0235502,9,994747,235502,09,994747,235502
1020050008,,,,MN223.02,09,0995547,0238229,9,995547,238228,11,995547,238228
1020050027,,,,MN223.02,09,0995401,0238662,9,995400,238651,09,995400,238651
1020070013,,,,MN230,09,1000583,0236909,9,,,09,1000583,236909
1020070014,,,,MN230,09,1000605,0236897,9,1000605,236897,09,1000605,236897
1020070044,,,,MN230,09,1000792,0236909,9,1000792,236908,09,1000792,236908
1020070052,,,,MN230,09,1000633,0236997,9,1000632,236997,09,1000632,236997
1020070053,,,,MN230,09,1000611,0237010,9,1000610,237009,09,1000610,237009
1020080026,,,,MN230,09,       ,       ,9,,,09,1001041,237009
1020080029,,,,MN230,09,1001109,0236973,9,1001109,236972,09,1001109,236972
1020110007,,,,MN232,09,1000935,0237903,9,1000934,237902,09,1000934,237902
1020110008,,,,MN232,09,1000958,0237890,9,1000958,237889,09,1000958,237889
1020110057,,,,MN232,09,1001027,0237968,3,1001004,237980,03,1001004,237980
1020120009,,,,MN232,09,1001123,0238093,9,1001123,238092,09,1001123,238092
1020160070,,,,MN236,09,1002242,0240387,9,1002241,240386,09,1002241,240386
1020160071,,,,MN236,09,1002253,0240514,9,1002258,240497,09,1002258,240497
1020160073,,,,MN236,09,1002218,0240741,9,1002217,240742,09,1002217,240742
1020160075,,,,MN236,09,       ,       ,9,,,09,1002287,240048
1020160101,,,,MN236,09,1002094,0239750,9,1002116,239734,09,1002116,239734
1020290009,,,,MN232,09,1000335,0238588,9,1000335,238588,09,1000335,238588
1020360025,,,,MN236,09,1001605,0239955,9,1001604,239955,09,1001604,239955
1020360044,,,,MN236,09,1001513,0240124,9,1001513,240123,09,1001513,240123
1020370023,,,,MN236,09,1002011,0240655,9,1002035,240658,09,1002035,240658
1020420030,,,,MN221.02,09,0999464,0238215,9,999464,238215,09,999460,238195
1020450098,,,,MN259,09,1000774,0240234,9,1000773,240234,09,1000773,240234
1020520001,,,,MN231,09,1000516,0240366,9,1000542,240429,09,1000542,240429
1020660001,,,,MN235.01,09,0999677,0241378,9,999676,241378,09,999676,241378
1020660025,,,,MN235.01,09,1000108,0241059,9,1000113,241068,09,1000113,241068
1020720013,,,,MN225,09,0997746,0239154,9,997732,239150,09,997732,239150
1020750029,,,,MN229,09,0998457,0239518,9,998457,239518,09,998457,239518
1020850001,,,,MN237,09,0999509,0242141,9,999527,242173,09,999527,242173
1021000001,,,,MN237,09,0998684,0242671,9,998654,242694,09,998654,242694
1021010055,,,,MN229,09,0996942,0240035,9,996350,239050,09,997005,240125
1021060001,,,,MN311,09,1002328,0245239,9,1002597,245726,09,1002597,245726
1021060004,,,,MN243.02,09,1001158,0242320,9,1001158,242305,09,1001158,242305
1021070001,,,,MN239,09,       ,       ,9,,,09,1000673,242030
1021090106,,,,MN243.01,09,1001267,0243312,9,1001274,243313,09,1001274,243313
1021150059,,,,MN241,09,0999707,0242833,9,999707,242832,09,999707,242832
1021240065,,,,MN251,09,1000841,0245335,9,1000850,245377,09,1000850,245377
1021340400,,,,MN241,09,       ,       ,9,,,07,997799,243941
1021360300,,,,MN247,09,       ,       ,9,,,09,999152,244916
1021390135,,,,MN255,09,       ,       ,9,999897,247308,09,999924,247718
1021390404,,,,MN255,09,1000502,0247688,9,1000503,247698,09,1000503,247698
1021400011,,,,MN229,09,       ,       ,9,,,09,999374,246781
1021490002,,,,MN311,09,1003556,0248315,9,1003556,248315,09,1003556,248315
1021490525,,,,MN311,09,1004600,0249834,9,1005077,250717,09,1004868,250750
1021500001,,,,MN299,09,1006138,0252047,9,1006138,252047,09,1006089,252074
1021570045,,,,MN269,09,1003359,0249648,9,1003358,249647,09,1003358,249647
1021700048,,,,MN279,09,1002953,0251035,9,1002947,251041,09,1002947,251041
1021720068,,,,MN285,09,1003647,0252653,9,1003645,252655,09,1003645,252655
1021720072,,,,MN285,09,1003570,0252608,9,1003564,252582,09,1003564,252582
1021770168,,,,MN265,09,1000539,0249230,9,1000536,249222,09,1000536,249222
1021770300,,,,MN265,09,1000373,0248493,9,1000363,248502,09,1000363,248502
1021770313,,,,MN265,09,       ,       ,9,,,11,1000074,248355
1021780001,,,,MN287,09,1001406,0251910,9,1001182,251573,09,1001219,251642
1021780003,,,,MN287,09,       ,       ,9,1000452,251553,11,1000116,250452
1021780370,,,,MN287,09,       ,       ,9,,,09,1002204,253759
1021780420,,,,MN287,09,       ,       ,9,,,09,1002693,254665
1021780421,,,,MN287,09,       ,       ,9,,,09,1002752,254807
1021780530,,,,MN287,09,1003025,0255776,9,1003024,255778,09,1003024,255778
1021780600,,,,MN287,09,       ,       ,9,,,11,1002536,254770
1021790189,,,,MN273,09,1001371,0249998,9,1001371,249999,09,1001371,249999
1021790345,,,,MN275,09,1001389,0251475,9,,,09,1001332,251376
1021790600,,,,MN273,09,1002248,0252226,9,1002268,252227,09,1002268,252227
1021790625,,,,MN287,09,1002886,0253428,9,1002977,253439,09,1002969,253388
1022160020,,,,MN299,09,1006114,0253499,9,1006125,253529,09,1006125,253529
1022410035,,,,MN295,09,1005583,0255333,9,1005584,255325,08,1005584,255325
1022430010,,,,MN303,09,1006722,0256033,9,1006701,256000,09,1006701,256000
1022440001,,,,MN297,09,1007549,0257443,9,1007622,257386,09,1007622,257386
1022500032,,,,MN303,09,1006539,0256829,9,1006538,256837,11,1006538,256837
1022550001,,,,MN297,09,1006364,0256900,9,1006283,256853,09,1006283,256853
1022552000,,,,MN297,09,1005686,0257675,9,1004800,257521,09,1004800,257521
4000060001,,,,QN1,09,0995176,0209998,9,,,09,994878,209151
4000180005,,,,QN1,09,       ,       ,9,,,09,995604,210512
4000210040,,,,QN1,09,0996482,0211277,9,996481,211277,09,996481,211277
4000319031,,,,QN7,09,       ,       ,9,,,09,,
4000320042,,,,QN7,09,       ,       ,9,,,09,996807,210104
4000390062,,,,QN7,09,       ,       ,9,,,09,997696,209590
4000530001,,,,QN7,09,0998431,0211516,9,998430,211516,09,998430,211516
